DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
DOM,BOG,1,12024,47576082
DOM,BOG,4,17117,6772786
DOM,BOG,1,17781,70355149
DOM,BOG,1,2682,1061203
DOM,BOG,2,222842,881732311
DOM,BOG,1,42673,168846819
DOM,BOG,36,3581,14169157
DOM,BOG,6,8498,33624546
DOM,BOG,1,4038,15977396
DOM,BOG,162,1792,716532992
DOM,BOG,1152,834,333475734
DOM,BOG,162,415,165938165
DOM,BOG,150,375,14997862
DOM,BOG,9,261,10438512
DOM,BOG,8,1456,582317
DOM,BOG,31,9145,36574787
DOM,BOG,5,83,3319526
DOM,BOG,200,68,27196124
DOM,BOG,902824,7147763,2819753985
DOM,BOG,28363,114117,4502439143
DOM,BOG,658,200393,791196438
DOM,BOG,5181,52537,207117401
DOM,BOG,3742,114222,448762664
DOM,BOG,149951,122344,4820748431
DOM,BOG,8511,30862,121955384
DOM,BOG,2885,11974,47378244
DOM,BOG,4253,14914,58548933
DOM,BOG,132,1494,57441461
DOM,BOG,525,105,4153674
DOM,BOG,300,89,35398952
DOM,BOG,24,125,49499353
DOM,BOG,92074,878814,3455075089
DOM,BOG,9969,438505,1727913631
DOM,BOG,4109,292468,1156011774
DOM,BOG,3641,86597,34160498
DOM,BOG,29154,720055,2840158633
DOM,BOG,43522,133988,529152912
DOM,BOG,8537,104141,412060943
DOM,BOG,4576,19369,76638484
DOM,BOG,260,93037,365241863
DOM,BOG,470,13479,53333168
DOM,BOG,400,13568,53685319
DOM,BOG,22,2655,10483373
DOM,BOG,54006,57686,2277754784
DOM,BOG,421,1501,5736897
DOM,BOG,10694,393558,1504198353
DOM,BOG,6000,1170,46294092
DOM,BOG,1000,360,14244336
DOM,BOG,500,57825,2238665962
DOM,BOG,12000,1536,602998272
DOM,BOG,1500,3825,150160702
DOM,BOG,5375,9981,399183107
DOM,BOG,640,160,6399088
DOM,BOG,100,17,6799031
DOM,BOG,700,248,99185864
DOM,BOG,126,4975,198971642
DOM,BOG,658,111902,438144447
DOM,BOG,600,14928,58449539
DOM,BOG,4312,168504,659765616
DOM,BOG,32187,240994,9599152511
DOM,BOG,2232,509,202742335
DOM,BOG,15237,418215,1647922694
DOM,BOG,1865,15758,619970434
DOM,BOG,46785,39538,1565128116
DOM,BOG,10,8578,335865585
DOM,BOG,190,361,14254229
DOM,BOG,3005,75815,29935856
DOM,BOG,2042,46676,184302053
DOM,BOG,714,23348,92190511
DOM,BOG,1520,912,360106848
DOM,BOG,300,156,61597224
DOM,BOG,76,29742,116452719
DOM,BOG,174563,137878431,5446401800
DOM,BOG,1128,5817956,2321102636
DOM,BOG,5,40415,161636963
DOM,BOG,5,138725,554820926
ROU,BOG,120,24,949622
ROU,BOG,40,8,31654
ROU,BOG,90,99,3959435
ROU,BOG,2240,146405,579289447
ROU,BOG,18850,2639,1055576249
ROU,BOG,4095,242375,957027382
ROU,BOG,250,25,98919
ROU,BOG,180,18,7122168
ROU,BOG,140,14,5539464
ROU,BOG,40,4,1582704
ROU,BOG,580,145,57022555
ROU,BOG,450,2643,103938353
ROU,BOG,12,180,7078662
ROU,BOG,1120,6328,25308393
ROU,BOG,250,25,999857
ROU,BOG,12283,503603,2013661631
ROU,BOG,70200,2456698,9826570897
ROU,BOG,60,51,20399541
ROU,BOG,1020,228,9096174
ROU,BOG,107725,3102076,1223807031
ROU,BOG,167600,462575,1836354863
ROU,BOG,5400,1404,564858684
ROU,BOG,61580,108754,4315945812
ROU,BOG,18,18,71696
ROU,BOG,172,172,685101
ROU,BOG,8361,317718,12703986
ROU,BOG,4780,7072,284521411
ROU,BOG,4390,10536,421283013
ROU,BOG,250,45,17997435
ROU,BOG,500,5,197838
ROU,BOG,800,8,3165408
ROU,BOG,57025,13686,529846647
ROU,BOG,9360,13104,507314808
ROU,BOG,47650,194825,7790097107
ROU,BOG,1600,240,9599784
ROU,BOG,12800,1920,76798272
ROU,BOG,400,300,1199829
ROU,BOG,156,256,102385408
ROU,BOG,12,80,3199544
ROU,BOG,14400,3712,1474995726
ROU,BOG,2800,1030,41194129
ROU,BOG,78,60,2399658
ROU,BOG,39,30,1199829
ROU,BOG,12700,2869,1122980659
ROU,BOG,1900,314,12527187
ROU,BOG,29550,7904,313956783
ROU,BOG,2800,252,99710352
RUS,BOG,27304,2006926,7941789211
RUS,BOG,30118,2003258,7998586424
RUS,BOG,7520,32797,1297698577
RUS,BOG,420,267,106760217
RUS,BOG,64449,4862523,1927523656
RUS,BOG,10523,67737,2708470718
RUS,BOG,47093,2999805,1186827623
RUS,BOG,714,6216,245995538
RUS,BOG,9975,699914,2771711561
RUS,BOG,30,24,9655704
RUS,BOG,11560,688895,2743845256
RUS,BOG,13310,842125,3367245233
RUS,BOG,35800,126755,5099619835
RUS,BOG,61200,182028,7323368698
RUS,BOG,4750,8405,330534189
RUS,BOG,81700,14209,5587817131
RUS,BOG,12750,22475,899579347
RUS,BOG,3250,1258,506119818
RUS,BOG,1050,1575,62835412
RUS,BOG,5600,840,3351222
RUS,BOG,8150,1427,561180593
RUS,BOG,82700,12410,488034419
RUS,BOG,300,114,45598974
RUS,BOG,20,30,1199973
RUS,BOG,47900,20361,8191657881
RUS,BOG,5620,19146,770283786
RUS,BOG,13600,2448,962698032
RUS,BOG,136400,2377649,935031868
RUS,BOG,1000,242,96786206
RUS,BOG,17075,71485,2875991667
RUS,BOG,54600,813408,3239926075
RUS,BOG,210025,285274,1136289133
RUS,BOG,2840,7826,314856414
RUS,BOG,350,63,24775317
RUS,BOG,80550,136925,5384698857
RUS,BOG,1050,1722,68854342
RUS,BOG,44350,698143,2799631217
RUS,BOG,17440,36066,143935078
RUS,BOG,108,1008,4022807
RUS,BOG,1,1727,6791582
RUS,BOG,36483,339691,1335865428
RUS,BOG,47224,439628,1728876675
RUS,BOG,30854,287092,1129015127
RUS,BOG,38687,450403,1771250332
RUS,BOG,59698,389162,1530414589
RUS,BOG,80150,338925,136342676
RUS,BOG,1050,168,6702444
RUS,BOG,13300,21175,844787212
RUS,BOG,15620,4194,1687334273
RUS,BOG,7600,1237,497671077
RUS,BOG,6900,2809,1130119689
RUS,BOG,24300,3989,1568710151
RUS,BOG,246900,40448,1590654003
RUS,BOG,33300,5195,2090057595
RUS,BOG,350,112,4468296
RUS,BOG,4800,772,308755996
RUS,BOG,10700,1712,677397312
RUS,BOG,72780,122668,48407039
RUS,BOG,3850,972,388655172
RUS,BOG,19400,27525,1100802581
RUS,BOG,18018,106821,4135617928
RUS,BOG,551625,9349201,369520404
RUS,BOG,6800,1088,427865792
RUS,BOG,61320,93792,368904456
RUS,BOG,12524,10112,3890866003
RUS,BOG,6650,8512,336799411
RUS,BOG,177350,28424,1131775762
RUS,BOG,20525,852768,337718442
RUS,BOG,7350,11907,476102585
RUS,BOG,228750,385365,1517705965
RUS,BOG,5600,952,376599776
RUS,BOG,42700,7343,2930196689
RUS,BOG,900,220,8799802
RUS,BOG,300,96,38399136
RUS,BOG,960,1728,68357606
RUS,BOG,11,255,10087494
RUS,BOG,4088,21155,834704649
RUS,BOG,3200,4875,194972212
RUS,BOG,54000,9044,3571727452
RUS,BOG,2342,108903,4354497345
RUS,BOG,280,926,370262026
RUS,BOG,600,2340,93565134
RUS,BOG,4550,6825,27237756
RUS,BOG,400,544,21524774
RUS,BOG,337530,507706,2016499086
RUS,BOG,30,4845,19170502
RUS,BOG,750,280,11198404
RUS,BOG,60,702,28075998
RUS,BOG,50,58,23196694
RUS,BOG,50,4055,162176886
RUS,BOG,1600,240,9578112
RUS,BOG,25000,3560,1419402128
RUS,BOG,41002,25229,9701108622
RUS,BOG,33505,79689,3187043065
RUS,BOG,2715,8884,355217262
RUS,BOG,7582,32102,1255325423
RUS,BOG,38400,6528,2570845944
ASM,BOG,8,61440,2405640192
KNA,BOG,5,73218,286679953
KNA,BOG,1,1,391543
KNA,BOG,122,401232,1570995809
VCT,BOG,200,180,7107372
VCT,BOG,8,16448,64945585
VCT,BOG,73,339567,1340793882
VCT,BOG,1077,1394542,5506404868
VCT,BOG,3,12972,5122046
VCT,BOG,333,280784,1108686855
SEN,BOG,483,10400,40828008
SGP,BOG,128,1568,61393942
SGP,BOG,780,5188,207490428
SGP,BOG,690,563,222302802
SGP,BOG,4875,3811,1498710049
SGP,BOG,420,5608,2233386
SGP,BOG,2,1291149,5068754009
SGP,BOG,1,1449681,5796563975
SGP,BOG,30301,158772,6270145163
SGP,BOG,15380,48127,1894149168
SGP,BOG,3,1,39825
SGP,BOG,3,1,39825
SGP,BOG,3,1,39825
SGP,BOG,24,12,47790
SGP,BOG,2,1,39825
SGP,BOG,12,3,119475
SGP,BOG,3,1,39825
SGP,BOG,25,1,39825
SGP,BOG,25,1,39825
SGP,BOG,1151,591362,2355291357
SGP,BOG,2,1,39825
SGP,BOG,25,1,39825
SGP,BOG,14,980,38641694
SGP,BOG,25200,4908,195807114
SGP,BOG,300,105,41890275
SGP,BOG,426,10132,405129033
SGP,BOG,120,240,9596424
SGP,BOG,3,3294406,1293308024
SGP,BOG,5655,8932,357146913
SGP,BOG,6425,541003,2158358518
SGP,BOG,4,1395,55564942
SGP,BOG,3,54,2150901
SGP,BOG,3,6525,25990053
SGP,BOG,158,3384,134789796
SGP,BOG,4,117,46602855
SGP,BOG,13,55275,220168616
SGP,BOG,6,20325,80957523
SGP,BOG,17,492,19597098
SGP,BOG,17,41925,166993563
SGP,BOG,3,765,30471097
SGP,BOG,3,855,34055932
SGP,BOG,4,147,58552305
SGP,BOG,6,18675,74385326
SGP,BOG,118,374025,1489797678
SGP,BOG,11,3195,127261642
SGP,BOG,900,1224,48958898
SGP,BOG,1800,2448,97917796
SGP,BOG,4240,13568,542707788
SGP,BOG,9600,1578,631185798
SGP,BOG,3600,504,197858808
SGP,BOG,30640,42896,1696914284
SGP,BOG,264,32892,1315340233
LKA,BOG,13543,1404321,5620021423
ZAF,BOG,7870,45002,1799823488
ZAF,BOG,22,18416,7449677152
ZAF,BOG,2,1000,4045220
ZAF,BOG,8,475201,1900533134
ZAF,BOG,23,339687,1353024274
ZAF,BOG,2,100,398315
ZAF,BOG,14600,129525,5211062752
ZAF,BOG,2,1616,64905354
ZAF,BOG,5,48792,1973743742
ZAF,BOG,2785,43093,1719216781
ZAF,BOG,11500,4025,160321787
ZAF,BOG,18,1756659,7024018578
SWE,BOG,1330,87172,347219151
SWE,BOG,23520,37632,1477345766
SWE,BOG,6300,1071,420449967
SWE,BOG,2580,387,151927299
SWE,BOG,23200,3600,14132772
SWE,BOG,909,29304,117172337
SWE,BOG,2560,4608,18228695
SWE,BOG,58040,9712,3841950656
SWE,BOG,160,256,10196864
CHE,BOG,6,9006,36010581
CHE,BOG,70,77865,311343981
CHE,BOG,87,11277,450911972
CHE,BOG,177,386114,154388069
CHE,BOG,72,142058,568020333
CHE,BOG,105,139338,557144386
CHE,BOG,2320,19248,753641966
CHE,BOG,194067,823428,3251338395
CHE,BOG,57593,33906,1338791972
CHE,BOG,1,100,382205
CHE,BOG,9331,5457084,2112682785
CHE,BOG,6578,34181,1367045168
CHE,BOG,815,142554,5700035945
CHE,BOG,36,5400,21591954
CHE,BOG,1475,6443,2556405955
CHE,BOG,16,90,3553686
CHE,BOG,6,27,10771785
CHE,BOG,300,11591,4456519271
CHE,BOG,155,1224,489417624
CHE,BOG,160,816,319499088
CHE,BOG,96,8816,345184308
CHE,BOG,3500,1400,5350870
CHE,BOG,1800,330,13276593
CHE,BOG,10350,1962,789353802
CHE,BOG,4500,1188,477957348
CHE,BOG,12200,2074,8259705
CHE,BOG,62860,11723,466868475
CHE,BOG,976,18272,730607747
CHE,BOG,192,4608,18425134
CHE,BOG,384,1752,693070176
CHE,BOG,42,252,9756054
CHE,BOG,1394,7550,296760435
CHE,BOG,49,270,10532871
CHE,BOG,87500,7530,300513264
CHE,BOG,1,15300,60412662
CHE,BOG,1,2950,117997345
CHE,BOG,578800,1052845,4235816532
CHE,BOG,22836,10335472,4147969023
CHE,BOG,9,1376169,5481487552
CHE,BOG,12521,6279978,2465374923
CHE,BOG,22,220,876293
CHE,BOG,15000,3750,14965800
CHE,BOG,60,5514,220555037
CHE,BOG,300,27645,1105775119
CHE,BOG,50,322,128797102
CHE,BOG,7553,558481,2233873736
SUR,BOG,360,383,151733231
SUR,BOG,60,6,23991
SUR,BOG,30,3,120696
SUR,BOG,500,425,17098642
SUR,BOG,216,41839,168327083
SUR,BOG,200,476,19150479
THA,BOG,6360,362495,1419323797
THA,BOG,80,4005,15681297
THA,BOG,242028,2325064,9103625337
THA,BOG,36660,107085,4173567652
THA,BOG,2,137035,5458309602
THA,BOG,175,1072835,4200610344
THA,BOG,1,125,50290125
THA,BOG,4,80676,324576489
THA,BOG,1,1271066,5141741604
THA,BOG,1900,456,17428548
THA,BOG,6800,1700,6784496
THA,BOG,24120,62028,2472039174
THA,BOG,4700,658,25149089
THA,BOG,136,45008,172022826
THA,BOG,3214,34729,1335264064
THA,BOG,15,543,21316931
THA,BOG,25,6000,23945280
THA,BOG,165,1306,52120892
TON,BOG,8,61440,2405640192
TTO,BOG,2500,800,3164704
TTO,BOG,200,42,16614696
TTO,BOG,85,399,15783961
TTO,BOG,7,42,16614696
TTO,BOG,600,510,19968693
TTO,BOG,170,17,679746
TTO,BOG,23,23,91965
TTO,BOG,14112,212257,834719755
TTO,BOG,360,648,25483183
TTO,BOG,50,225,8832982
TTO,BOG,8400,1344,527623488
TTO,BOG,100,1,395676
TTO,BOG,5,5,197838
TTO,BOG,3,3,1187028
TTO,BOG,1,12,4748112
TTO,BOG,180,33095,1309489722
TTO,BOG,1,110905,441679162
TTO,BOG,10,1425501,5677057732
TTO,BOG,1164,1013466,4052353935
TTO,BOG,6,232883,927456547
TTO,BOG,2,8786,34990245
TTO,BOG,900,180,7199838
TTO,BOG,1600,144,5574888
TTO,BOG,12000,1080,4181166
TTO,BOG,875,1575,63365557
TTO,BOG,18,36,1448355
TTO,BOG,52,1216,48621881
TTO,BOG,153,141,56727261
TTO,BOG,1,1618,636293062
TTO,BOG,3300,4224,166112601
TTO,BOG,4550,5824,229034041
TTO,BOG,4350,127455,501228258
TTO,BOG,2388,251695,98981324
TTO,BOG,590,14042,55221428
TTO,BOG,1,242664,939461542
TTO,BOG,120,3672,14529222
TTO,BOG,5,256,10129305
TTO,BOG,6250,1591,62840282
TTO,BOG,6643,143824,568749369
TTO,BOG,544,8928,352927295
TTO,BOG,1850,5365,212232962
TTO,BOG,520,1248,49369382
TTO,BOG,830,3547,140273445
TTO,BOG,5750,625,24890625
TTO,BOG,640,39744,157257469
TTO,BOG,12,2244,8878969
TTO,BOG,365,24876,9842836
TTO,BOG,11849,545,214825283
TTO,BOG,99525,222289,8888247893
TTO,BOG,400,6960,278296296
TTO,BOG,2000,200,796500
TTO,BOG,10,2940,11382063
TTO,BOG,480,1152,45105753
TTO,BOG,40,516,20203618
TTO,BOG,680,10144,397181219
TTO,BOG,200,28,10963204
TTO,BOG,56,13604,53265509
TTO,BOG,26297,1190,47085444
TTO,BOG,99525,222289,8854104303
TTO,BOG,500,125,49992875
TTO,BOG,40,596,23836602
TTO,BOG,168,31272,125070174
TTO,BOG,16,154,60456858
TTO,BOG,100,132,52120728
TTO,BOG,63,296077,1169071877
TTO,BOG,150,177316,700139318
TTO,BOG,36,70068,2766663
TCA,BOG,4,71276,283902999
TCA,BOG,28,204284,813693814
TCA,BOG,166,28998,1155033837
TCA,BOG,6,6374,253885981
TCA,BOG,4,46804,186427352
TCA,BOG,36,114288,455226247
TCA,BOG,200,231,92010765
TCA,BOG,54,249612,994242037
TCA,BOG,147,485222,1932712009
TCA,BOG,273,291352,1160498718
TCA,BOG,166,1374797,547602267
TCA,BOG,79,131429,523501421
TUR,BOG,8,524,206614772
TUR,BOG,108,6724,2651293372
TUR,BOG,18,1642,647445526
TUR,BOG,10,568,223964104
TUR,BOG,32,3232,1274387296
TUR,BOG,16,908,358027124
TUR,BOG,37672,2929923,1169508163
TUR,BOG,50,2251,8813632
TUR,BOG,274,562,220047166
TUR,BOG,1500,966,380683695
TUR,BOG,14340,1161348,4595175312
TUR,BOG,60,120,4799892
TUR,BOG,8206,40231,1609203792
TUR,BOG,4850,8035,323264923
TUR,BOG,38950,73045,29357860
TUR,BOG,3364,31274,1252250146
TUR,BOG,54,486,19395676
TUR,BOG,20,32,12795232
TUR,BOG,3300,526935,2107439647
TUR,BOG,4,1893249,7658608719
TUR,BOG,200,34,13347618
TUR,BOG,200,37,1473525
TUR,BOG,2000,370,1473525
TUR,BOG,8740,13894,558984797
TUR,BOG,32310,60831,2447358875
TUR,BOG,7140,22848,91922302
TUR,BOG,54097,297534,1185122551
TUR,BOG,11160,17856,70220327
TUR,BOG,3375,570,22415763
UKR,BOG,2670,214126,838395364
UKR,BOG,2336,19875,787732174
UKR,BOG,4400,31525,1260820307
UKR,BOG,40,160,6397616
UKR,BOG,256,1024,409447424
UKR,BOG,32,128,51180928
UKR,BOG,1550,6825,271849987
UKR,BOG,160,624,24854856
UKR,BOG,30,315,12546922
UKR,BOG,200,37,1473525
UKR,BOG,18142,102277,4013350226
UKR,BOG,29900,50725,20001724
UKR,BOG,8000,1440,57598704
UKR,BOG,293850,1007875,3990449959
UKR,BOG,477600,74308,2941481724
UKR,BOG,800,304,119643912
URY,BOG,17200,2752,1100775232
URY,BOG,900,252,100797732
URY,BOG,600,132,52798812
URY,BOG,150,36,14399676
URY,BOG,7,2023,80889857
URY,BOG,3,2289,91525893
URY,BOG,2,48,19192848
URY,BOG,1,37,14794487
URY,BOG,193,83741,3348392259
URY,BOG,1,46,18393146
URY,BOG,1,122,48781822
URY,BOG,2,182,72772882
URY,BOG,6,3811,152383216
URY,BOG,3,2065,82569231
URY,BOG,5,273,109159323
URY,BOG,1,637,25470508
URY,BOG,4,2275,90966102
URY,BOG,9,4487,179413143
URY,BOG,5,136,54379736
URY,BOG,2,1526,61017262
URY,BOG,9,6135,245308588
URY,BOG,1,1064,42544146
URY,BOG,4,1597,63856204
URY,BOG,4,181,72373031
URY,BOG,8,177,70773627
URY,BOG,4,728,29109152
URY,BOG,465,99,3832735
URY,BOG,4455,9639,373169065
URY,BOG,4984,28223,109263933
URY,BOG,8506,15843,61335381
URY,BOG,119,2345,907855
URY,BOG,3098,46774,181083201
URY,BOG,2796,4282,165775489
URY,BOG,65,456,1765381
URY,BOG,10,6100,23947197
URY,BOG,563,507333,1991672671
URY,BOG,9375,2578,103081587
URY,BOG,158577,375335,150078075
URY,BOG,155,266,10636036
URY,BOG,120,2208,882871
URY,BOG,1874,33755,134969705
URY,BOG,233,29128,116468599
URY,BOG,3419,81881,322859239
URY,BOG,6750,194843,777595031
URY,BOG,300,3750,14834550
URY,BOG,4,18750,746840625
URY,BOG,80554,1925469,7648924251
URY,BOG,50,1500,6034815
URY,BOG,158139,2624735,1038544646
URY,BOG,96,58134432,2299728369
URY,BOG,990,9900,39594357
URY,BOG,9723,5880,232657488
URY,BOG,15760,28368,1122453676
URY,BOG,200,60,2374056
URY,BOG,280,644,25481534
URY,BOG,60,396,15668769
URY,BOG,780,2702,106911655
URY,BOG,17,864,34186406
URY,BOG,1,509679,1973196764
URY,BOG,1,49729,192523337
URY,BOG,1,20649,79941571
URY,BOG,796,4003918,1539430397
URY,BOG,200,334068,1333225299
URY,BOG,32,1750,68820325
URY,BOG,29266,22468506,8813278586
UZB,BOG,3030,20514,806731512
UZB,BOG,33045,206771,8223271003
UZB,BOG,4800,912,36326328
UZB,BOG,480,1536,61181184
UZB,BOG,120,132,5257758
VEN,BOG,62784,311956,1234335023
VEN,BOG,20014,98435,390420153
VEN,BOG,66,129176,496657175
VEN,BOG,1,9716,38700285
VEN,BOG,8,62624,239352059
VEN,BOG,150000,2144335,8576117729
VEN,BOG,5,850,32907325
VEN,BOG,198,3861,151174752
VEN,BOG,80784,15528,6144056928
VEN,BOG,53,2538795,101393883
VEN,BOG,419,250657,981429936
VEN,BOG,2420,19284,755051521
VEN,BOG,6550,44125,1727683487
VEN,BOG,45,324,12685993
VEN,BOG,336,797096,3120973591
VEN,BOG,250,1200,4799316
VEN,BOG,347557,6936417,2768240788
VEN,BOG,1000,13000,51980630
VEN,BOG,300,2274,909470382
VEN,BOG,224,24082,96292117
VEN,BOG,50,7500,29988825
VEN,BOG,22456,8109761,3197703092
VEN,BOG,151434,182091,711478865
VEN,BOG,25593,9243073,3644571413
VEN,BOG,258738,15650285,6185558327
VEN,BOG,4056,119434,4592010375
VEN,BOG,134,7810,312392971
VEN,BOG,4425,103248,4112522712
VEN,BOG,19211,6937797,273559417
VEN,BOG,50555,29764739,1183342645
VEN,BOG,2322,16200,64798542
VEN,BOG,62686,1567153,613607787
VEN,BOG,20,1000,3998510
VEN,BOG,154,33033,132898695
VEN,BOG,300,9048,3567653544
VEN,BOG,330,1038809,4087043402
VEN,BOG,100,9165,3588491595
VEN,BOG,150,600155,239318667
VEN,BOG,375,129002,5108763799
VEN,BOG,171023,669262,265823099
VEN,BOG,1350,1645,64953483
VEN,BOG,79962,108735,4302382986
VEN,BOG,3105,52785,2066759725
VEN,BOG,600,72,28191096
VEN,BOG,545,24681,966367278
VEN,BOG,3000,2820,108423642
VEN,BOG,50000,3730,143411413
VEN,BOG,6,77494,303422332
VEN,BOG,1500,5850,233994735
VEN,BOG,21,409479,160328636
VEN,BOG,140,47926,187650898
VEN,BOG,1640,22077,873339627
VEN,BOG,500,45,17619435
VEN,BOG,100,95,37196585
VEN,BOG,10,91,3563041
VEN,BOG,4818,3577821,1417337783
VEN,BOG,24,141576,554330917
VEN,BOG,59,261441,1023653934
VEN,BOG,21,233379,913779137
VEN,BOG,375,449625,1760475213
VEN,BOG,79,178621,699378021
VEN,BOG,77,373923,1464069331
VEN,BOG,170,209883,8217821946
VEN,BOG,11,69889,273645487
VEN,BOG,61,358039,1401876641
VEN,BOG,25,100475,393402829
VEN,BOG,118,82482,322952497
VEN,BOG,92,3037498,1189311079
VEN,BOG,6,115794,453383301
VEN,BOG,20,39638,1551998143
VEN,BOG,53,116375,4556581661
VEN,BOG,15,376485,1474100663
VEN,BOG,12,225588,883274022
VEN,BOG,26,366874,1436469465
VEN,BOG,422,2520878,9870321346
VEN,BOG,110,84349,330262605
VEN,BOG,69,462831,1812182381
VEN,BOG,827,4629173,1812520284
VEN,BOG,122,915788,3585703808
VEN,BOG,22,46178,180806726
VEN,BOG,43,34357,134522428
VEN,BOG,92,211508,828144768
VEN,BOG,161,665339,2605088279
VEN,BOG,42,134958,528418601
VEN,BOG,90,11691,457752921
VEN,BOG,1400,1194,467502342
VEN,BOG,433,4637267,1815689433
VEN,BOG,1,300,1213566
VEN,BOG,883,13500,51904935
VEN,BOG,79742,239226,9366726571
VEN,BOG,45,17745,682261534
VEN,BOG,3,1269,4879063
VEN,BOG,1,91497,35178858
VEN,BOG,1,98,3767913
VEN,BOG,7,597573,2297554645
VEN,BOG,1,17724,68145412
VEN,BOG,4,4989,19181757
VEN,BOG,7,201372,774237079
VEN,BOG,360,288,11149776
VEN,BOG,10125,15413072,603488045
VEN,BOG,200,3334,1314606202
VEN,BOG,2542,88655,3408616305
VEN,BOG,1,9,346032
VEN,BOG,4432,3407,13099267
VEN,BOG,2216,3087,11868928
VEN,BOG,1,21185,81452299
VEN,BOG,2,231819,891300009
VEN,BOG,2,36647,140900752
VEN,BOG,1,116131,44650163
VEN,BOG,3,195271,750779893
VEN,BOG,12,344254,1323591221
VEN,BOG,3,300,1186764
VEN,BOG,3,5575,22054031
VEN,BOG,3,828,327546864
VEN,BOG,1,32283,124122001
VEN,BOG,5,277809,1068122821
VEN,BOG,2,63751,2451104823
VEN,BOG,1,135751,521936802
VEN,BOG,5,161717,626079279
VEN,BOG,2025,2240,8922256
VEN,BOG,982,79773,317747824
VEN,BOG,196,2766,110173929
VEN,BOG,13,483941,1934262325
VEN,BOG,2831,17125,670517387
VEN,BOG,330684,120805,4807968406
VEN,BOG,146227,110052,4393077676
VEN,BOG,317139,254635,9992362161
VEN,BOG,10,4246,167966664
VEN,BOG,75,1340,52466762
VEN,BOG,25,300,1186764
VEN,BOG,25,6495,256934406
VEN,BOG,5,2924,115669931
VEN,BOG,2,1241,490924708
VEN,BOG,3436,1154582,4439148418
VEN,BOG,54699,145035,580057330
VEN,BOG,2099,887667,3475598001
VEN,BOG,1950,13426,5256856318
VEN,BOG,1551,112079,4399963758
VEN,BOG,200,887,358811014
VEN,BOG,400,591,239072502
VEN,BOG,100,788,318763336
VEN,BOG,180,1018,411803396
VEN,BOG,136,2414,928137134
VEN,BOG,358,74855,2878032525
VEN,BOG,2717,3967,160473877
VEN,BOG,5284,102989,416613162
VEN,BOG,46016,38933807,1537982448
VEN,BOG,3,14264,569069412
VEN,BOG,17,120,4613772
VEN,CUC,28000,34860,1368523422
VEN,MAI,1789,798176,3147231912
VEN,MAI,317,313789,1251876904
VEN,MAI,3093,1368406,5459324157
VEN,MAI,1229,537785,2145520146
VEN,MAI,85840,17168,6744357264
VEN,MAI,9784,2105761,826673336
VEN,MAI,4010,1049741,4121041725
VEN,MAI,10000,1135127,453881666
VEN,MAI,15200,184139,7362816328
VEN,MAI,2000,365028,1459568108
VEN,MAI,800,14281,571027213
VEN,MAI,60,67473,269791465
VNM,BOG,11200,1495025,5869124294
VNM,BOG,22475,65,25996295
VNM,BOG,9450,20295,785710777
VNM,BOG,12,1921,75851453
VNM,BOG,375,90,3553686
VNM,BOG,8400,2100,8380848
VNM,BOG,100,14,5527956
VNM,BOG,35950,78635,3110886955
VGB,BOG,1050,7086,283433622
VGB,BOG,710,5275,210969932
VGB,BOG,2,3658,14473828
VGB,BOG,188,1090552,4315052531
VGB,BOG,249,663207,2624150929
VGB,BOG,18,131628,520820405
VGB,BOG,10,6118,242074576
VGB,BOG,479,1589648,628985562
VGB,BOG,98,527032,2081006933
VGB,BOG,54,66363,26203696
VGB,BOG,208,607764,2399780464
VGB,BOG,1300,1396,551216184
VGB,BOG,48,147532,581723101
VGB,BOG,583,1578765,6225117757
VGB,BOG,98,426108,1682504482
COD,BOG,2886,76000,298358520
XCF,BOG,385847,9340173,373553681
XCF,BOG,2684,94312,3604651795
XCF,BOG,37,26122,9983959
XCF,BOG,73,132641,506960534
XCF,BOG,730,95849,3663396704
XCF,BOG,5000,6805,2720986055
XCF,BOG,6050,15125,608510512
XCF,BOG,198,494802,1957377335
XCF,BOG,1,2855,112940374
XCF,BOG,4,4444,1757993
XCF,BOG,18100,47085,1894328428
XCF,BOG,53,324418,1283358677
XCF,BOG,9,3472,13734815
XCF,BOG,1,6159,24364264
XCF,BOG,13,14365,568262162
XCF,BOG,1,872313,3473986523
XCF,BOG,1,395518,1564621745
XCF,BOG,16,778044,3077848697
XCF,BOG,3,3074907,121639631
XCF,BOG,2,171314,677697626
XCF,BOG,31,36637965,1418959130
XCF,BOG,2016,427968,1693366663
XCF,BOG,900,38088,1506715574
XCF,BOG,85430,5701195,2246528777
XCF,BOG,67720,3274865,1309759333
XCF,BOG,22280,3278945,1306052978
DEU,CTG,489450,245120188,9803410335
DEU,CTG,467000,211169938,8445593851
ABW,BGA,335,297441,1177176511
BEL,CTG,79530,9825629,3929691539
BEL,CTG,10099,2423855,9694038402
BEL,CTG,1,1840589,7361306864
KOR,CTG,81030,15474845,6175824941
KOR,CTG,39065,22814341,9104929721
KOR,CTG,274,12972886,5177323128
CRI,BGA,722,12198,4745323458
CHL,BGA,60,42100,169377141
CHL,BGA,42,445953,1794162569
CHL,BGA,37,21500,85601940
ECU,BGA,29,27719,110390917
ECU,BGA,16,17394,69271605
ECU,BGA,9,16041,63883282
ECU,BGA,33,60904,24255018
ECU,BGA,11,21443,85396747
ECU,BGA,71,131133,522237172
ECU,BGA,4,4745,18896962
